University,Start year,End year,Award amount,PI,Active
Montana State University,2020,2023,447254,"SCHMIDT, EDWARD E",FALSE
Montana State University,2020,2023,462348,"WALK, SETH T",FALSE
Montana State University,2020,2025,483631,"WIEDENHEFT, BLAKE A",TRUE
Montana State University,2020,2022,493788,"WALK, SETH T",FALSE
Montana State University,2020,2025,515893,"WIEDENHEFT, BLAKE A",FALSE
Montana State University,2020,2025,537366,"WIEDENHEFT, BLAKE A",FALSE
Montana State University,2020,2025,537366,"WIEDENHEFT, BLAKE A",FALSE
Montana State University,2020,2024,553627,"DICKENSHEETS, DAVID LEE",TRUE
Montana State University,2020,2023,589357,"DICKENSHEETS, DAVID LEE",FALSE
Montana State University,2020,2021,599278,"BOTHNER, BRIAN P",FALSE
Montana State University,2020,2025,608986,"VOYICH, JOVANKA M",FALSE
Montana State University,2020,2025,608986,"VOYICH, JOVANKA M",FALSE
Montana State University,2020,2025,608986,"VOYICH, JOVANKA M",TRUE
Montana State University,2020,2025,629986,"VOYICH, JOVANKA M",FALSE
Montana State University,2020,2023,637948,"DICKENSHEETS, DAVID LEE",FALSE
Montana State University,2020,2023,649717,"DICKENSHEETS, DAVID LEE",FALSE
Montana State University,2020,2023,1115953,"ADAMS, ALEXANDRA K.",FALSE
Montana State University,2021,2023,16032,"LUNDAHL, MAIKE NICOLE",FALSE
Montana State University,2021,2022,32436,"HATTON, ALEXIS ",FALSE
Montana State University,2021,2024,64926,"LUNDAHL, MAIKE NICOLE",FALSE
Montana State University,2021,2024,67582,"LUNDAHL, MAIKE NICOLE",FALSE
Montana State University,2021,2023,72000,"HEVERAN, CHELSEA MARIE",FALSE
Montana State University,2021,2024,72000,"HEVERAN, CHELSEA MARIE",FALSE
Montana State University,2021,2021,79051,"WALK, SETH T",FALSE
Montana State University,2021,2023,106899,"CHANG, CONNIE B",FALSE
Montana State University,2021,2022,146021,"CHANG, CONNIE B",FALSE
Montana State University,2021,2024,153926,"SCOTT, BRANDON G",FALSE
Montana State University,2021,2024,154154,"DAVIS, LAUREN ",FALSE
Montana State University,2021,2024,180000,"FRANKLIN, MICHAEL J",TRUE
Montana State University,2021,2026,210831,"CORNISH, JAMIE ",TRUE
Montana State University,2021,2023,216000,"FRANKLIN, MICHAEL J",FALSE
Montana State University,2021,2023,216000,"CHANG, CONNIE B",FALSE
Montana State University,2021,2026,238385,"QUEEN, MATTHEW ",FALSE
Montana State University,2021,2026,244202,"QUEEN, MATTHEW ",TRUE
Montana State University,2021,2026,247218,"CORNISH, JAMIE ",FALSE
Montana State University,2021,2026,247728,"QUEEN, MATTHEW ",FALSE
Montana State University,2021,2026,249218,"CORNISH, JAMIE ",FALSE
Montana State University,2021,2024,381978,"KUNZE, ANJA ",TRUE
Montana State University,2021,2025,506913,"JOHN-HENDERSON, NEHA ",FALSE
Montana State University,2021,2023,510586,"STEWART, PHILIP S",FALSE
Montana State University,2021,2025,528407,"JOHN-HENDERSON, NEHA ",TRUE
Montana State University,2021,2025,535466,"JOHN-HENDERSON, NEHA ",FALSE
Montana State University,2021,2026,567605,"SKEWES, MONICA C",TRUE
Montana State University,2021,2026,630504,"SKEWES, MONICA C",FALSE
Montana State University,2021,2026,630671,"SKEWES, MONICA C",FALSE
Montana State University,2021,2026,663688,"SKEWES, MONICA C",FALSE
Montana State University,2021,2023,681188,"ADAMS, ALEXANDRA K.",FALSE
Montana State University,2022,2024,70625,"SANTIAGO-FRANGOS, ANDREW ",FALSE
Montana State University,2022,2024,100000,"SANTIAGO-FRANGOS, ANDREW ",FALSE
Montana State University,2022,2024,137700,"NEMUDRYI, ARTEM ALEKSANDROVICH",TRUE
Montana State University,2022,2024,138240,"NEMUDRYI, ARTEM ALEKSANDROVICH",FALSE
Montana State University,2022,2027,150000,"HATZENPICHLER, ROLAND ",FALSE
Montana State University,2022,2024,181250,"MARTIN, STEPHEN A",TRUE
Montana State University,2022,2024,188104,"BIMCZOK, DIANE ",TRUE
Montana State University,2022,2024,217500,"MARTIN, STEPHEN A",FALSE
Montana State University,2022,2024,223992,"BIMCZOK, DIANE ",FALSE
Montana State University,2022,2027,322729,"HATZENPICHLER, ROLAND ",FALSE
Montana State University,2022,2027,351831,"HATZENPICHLER, ROLAND ",TRUE
Montana State University,2023,2025,138029,"BORGOGNA, JOANNA-LYNN C",TRUE
Montana State University,2023,2024,162832,"MARGETTS, MIRANDA L",TRUE
Montana State University,2023,2024,163125,"TAYLOR, MATTHEW P.",TRUE
Montana State University,2023,2025,214575,"BIMCZOK, DIANE ",TRUE
Montana State University,2023,2024,217500,"TAYLOR, MATTHEW P.",FALSE
Montana State University,2023,2025,234019,"LOVEDAY, EMMA KATE",TRUE
Montana State University,2023,2028,325205,"BIMCZOK, DIANE ",TRUE
Montana State University,2023,2028,362500,"DELUCA, STEVEN ",TRUE
Montana State University,2023,2028,467025,"JUNE, RONALD KENT",TRUE
Montana State University,2023,2028,735243,"JOHN-HENDERSON, NEHA ",TRUE
Montana State University,2024,2026,35199,"BURMAN, NATHANIEL ",TRUE
Montana State University,NA,NA,93956,"BOTHNER, BRIAN P",FALSE
Montana State University,NA,NA,114005,"BLANK, LISA M.",FALSE
Montana State University,NA,NA,114005,"BLANK, LISA M.",FALSE
Montana State University,NA,NA,114005,"BLANK, LISA M.",FALSE
Montana State University,NA,NA,135942,"SCHMIDT, EDWARD E",FALSE
Montana State University,NA,NA,135942,"SCHMIDT, EDWARD E",FALSE
Montana State University,NA,NA,135942,"SCHMIDT, EDWARD E",FALSE
Montana State University,NA,NA,157837,"AHMED, SELENA ",FALSE
Montana State University,NA,NA,163728,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,163728,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,195482,"LETIECQ, BETHANY L",FALSE
Montana State University,NA,NA,198193,"BOTHNER, BRIAN P",FALSE
Montana State University,NA,NA,198193,"SALOIS, EMILY MATT",FALSE
Montana State University,NA,NA,204091,"LETIECQ, BETHANY L",FALSE
Montana State University,NA,NA,204578,"RINK, ELIZABETH LYNNE",FALSE
Montana State University,NA,NA,205166,"RINK, ELIZABETH LYNNE",FALSE
Montana State University,NA,NA,205192,"RINK, ELIZABETH LYNNE",FALSE
Montana State University,NA,NA,206677,"KINION, ELIZABETH S",FALSE
Montana State University,NA,NA,206677,"KINION, ELIZABETH S",FALSE
Montana State University,NA,NA,207821,"KINION, ELIZABETH S",FALSE
Montana State University,NA,NA,209620,"LETIECQ, BETHANY L",FALSE
Montana State University,NA,NA,212172,"LETIECQ, BETHANY L",FALSE
Montana State University,NA,NA,213209,"SHELBY, NANCY JANE",FALSE
Montana State University,NA,NA,213209,"SHELBY, NANCY JANE",FALSE
Montana State University,NA,NA,216793,"RINK, ELIZABETH LYNNE",FALSE
Montana State University,NA,NA,221308,"SKEWES, MONICA C",FALSE
Montana State University,NA,NA,224209,"SHELBY, NANCY JANE",FALSE
Montana State University,NA,NA,229607,"SHANKS, CARMEN BYKER",FALSE
Montana State University,NA,NA,236888,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,256294,"QUINN, MARK T",FALSE
Montana State University,NA,NA,256294,"QUINN, MARK T",FALSE
Montana State University,NA,NA,310430,"THOMAS, TIMOTHY K",FALSE
Montana State University,NA,NA,327764,"JUTILA, MARK A",FALSE
Montana State University,NA,NA,327764,"JUTILA, MARK A",FALSE
Montana State University,NA,NA,327764,"JUTILA, MARK A",FALSE
Montana State University,NA,NA,327764,"JUTILA, MARK A",FALSE
Montana State University,NA,NA,348310,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,348311,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,348311,"YOUNG, SARA L",FALSE
Montana State University,NA,NA,360000,"QUINN, MARK T",FALSE
Montana State University,NA,NA,360000,"QUINN, MARK T",FALSE
Montana State University,NA,NA,360000,"QUINN, MARK T",FALSE
Montana State University,NA,NA,407361,"YEOMAN, CARL J.",FALSE
Montana State University,NA,NA,417290,"CAMPER, ANN ",FALSE
Montana State University,NA,NA,417290,"CAMPER, ANN ",FALSE
Montana State University,NA,NA,417290,"CAMPER, ANN ",FALSE
Montana State University,NA,NA,465092,"CAMPER, ANN ",FALSE
Montana State University,NA,NA,492508,"THOMAS, TIMOTHY K",FALSE
Montana State University,NA,NA,492508,"THOMAS, TIMOTHY K",FALSE
Montana State University,NA,NA,747571,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,758571,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,827916,"HOPKINS, SCARLETT H",FALSE
Montana State University,NA,NA,827916,"HOPKINS, SCARLETT H",FALSE
Montana State University,NA,NA,827916,"HOPKINS, SCARLETT H",FALSE
Montana State University,NA,NA,1137095,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1137095,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1137096,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1137096,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1157415,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1355454,"QUINN, MARK T",FALSE
Montana State University,NA,NA,1395083,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1395083,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1406570,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1427599,"HARMSEN, ALLEN G",FALSE
Montana State University,NA,NA,1482263,"KREBS, JOCELYN E",FALSE
Montana State University,NA,NA,1498454,"BOTHNER, BRIAN P",FALSE
Montana State University,NA,NA,1528178,"FRANKLIN, MICHAEL J",FALSE
Montana State University,NA,NA,1530767,"BOTHNER, BRIAN P",FALSE
Montana State University,NA,NA,1539180,"FRANKLIN, MICHAEL J",FALSE
Montana State University,NA,NA,1552767,"BOTHNER, BRIAN P",FALSE
Montana State University,NA,NA,1603263,"KREBS, JOCELYN E",FALSE
Montana State University,NA,NA,1603263,"KREBS, JOCELYN E",FALSE
Montana State University,NA,NA,1603263,"KREBS, JOCELYN E",FALSE
Montana State University,NA,NA,1671178,"FRANKLIN, MICHAEL J",FALSE
University of Idaho,2013,2019,940199,"FORNEY, LARRY J",FALSE
University of Idaho,2013,2018,980492,"FORNEY, LARRY J",FALSE
University of Idaho,2013,2018,998552,"FORNEY, LARRY J",FALSE
University of Idaho,2013,2016,1007868,"FORNEY, LARRY J",FALSE
University of Idaho,2013,2018,1040923,"FORNEY, LARRY J",FALSE
University of Idaho,2013,2016,NA,"FRITZ, SHARON K",FALSE
University of Idaho,2013,2016,NA,"FRITZ, SHARON K",FALSE
University of Idaho,2014,2017,184134,"GRIESHABER, SCOTT S",FALSE
University of Idaho,2014,2019,184394,"GRIESHABER, NICOLE ",FALSE
University of Idaho,2014,2016,229617,"GRIESHABER, SCOTT S",FALSE
University of Idaho,2014,2016,231976,"GRIESHABER, NICOLE ",FALSE
University of Idaho,2014,2015,455032,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2015,2020,101946,"BAUMGAERTNER, BERT ",FALSE
University of Idaho,2015,2025,147472,"FU, AUDREY QIUYAN",FALSE
University of Idaho,2015,2025,152932,"VAN LEUVEN, JAMES ",TRUE
University of Idaho,2015,2025,153149,"FU, AUDREY QIUYAN",FALSE
University of Idaho,2015,2025,156572,"PATEL, JAGDISH SURESH ",TRUE
University of Idaho,2015,2025,163515,"REMIEN, CHRISTOPHER HASKELL",FALSE
University of Idaho,2015,2025,181902,"XIAN, MIN ",FALSE
University of Idaho,2015,2025,199138,"XIAN, MIN ",FALSE
University of Idaho,2015,2019,237916,"FU, AUDREY QIUYAN",FALSE
University of Idaho,2015,2018,243539,"FU, AUDREY QIUYAN",FALSE
University of Idaho,2015,2018,248993,"FU, AUDREY QIUYAN",FALSE
University of Idaho,2015,2025,266181,"WICHMAN, HOLLY A",TRUE
University of Idaho,2015,2018,274493,"KEEFE, ROBERT FREDERICK",FALSE
University of Idaho,2015,2018,274594,"KEEFE, ROBERT FREDERICK",FALSE
University of Idaho,2015,2018,274960,"KEEFE, ROBERT FREDERICK",FALSE
University of Idaho,2015,2020,320445,"MIURA, TANYA A",FALSE
University of Idaho,2015,2020,352464,"PARENT, CHRISTINE ",FALSE
University of Idaho,2015,2025,492598,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,641562,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,674722,"WIEST, MICHELLE M",FALSE
University of Idaho,2015,2025,677022,"MILLER, CRAIG R",FALSE
University of Idaho,2015,2025,715546,"MILLER, CRAIG R",FALSE
University of Idaho,2015,2025,764637,"MILLER, CRAIG R",TRUE
University of Idaho,2015,2025,1025023,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,1040007,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,1138359,"WICHMAN, HOLLY A",TRUE
University of Idaho,2015,2020,2091139,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,2108907,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,2112664,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,2129188,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2020,2130681,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,2172986,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,2194934,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,2206645,"WICHMAN, HOLLY A",FALSE
University of Idaho,2015,2025,2212500,"WICHMAN, HOLLY A",TRUE
University of Idaho,2016,2018,175250,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2016,2019,181625,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2016,2019,191625,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2016,2018,206625,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2016,2020,251392,"NUISMER, SCOTT L",FALSE
University of Idaho,2016,2020,252639,"NUISMER, SCOTT L",FALSE
University of Idaho,2016,2020,252945,"NUISMER, SCOTT L",FALSE
University of Idaho,2016,2022,252945,"NUISMER, SCOTT L",FALSE
University of Idaho,2016,2027,367126,"NUISMER, SCOTT L",TRUE
University of Idaho,2016,2018,515409,"LUCKHART, SHIRLEY ",FALSE
University of Idaho,2017,2020,68598,"PENG, CHING-AN ",FALSE
University of Idaho,2017,2019,68748,"PENG, CHING-AN ",FALSE
University of Idaho,2017,2019,197486,"FUERST, PETER GERARD",FALSE
University of Idaho,2017,2021,223490,"FUERST, PETER GERARD",FALSE
University of Idaho,2018,2020,31140,"STENKAMP, DEBORAH L",FALSE
University of Idaho,2018,2021,67903,"SCHIELE, NATHAN ROBERT",FALSE
University of Idaho,2018,2020,68182,"SCHIELE, NATHAN ROBERT",FALSE
University of Idaho,2018,2021,181480,"GRIESHABER, SCOTT S",FALSE
University of Idaho,2018,2020,218355,"GRIESHABER, SCOTT S",FALSE
University of Idaho,2018,2024,362003,"FORTUNATO, ELIZABETH A",TRUE
University of Idaho,2018,2022,362199,"FORTUNATO, ELIZABETH A",FALSE
University of Idaho,2018,2022,362390,"FORTUNATO, ELIZABETH A",FALSE
University of Idaho,2018,2022,362575,"FORTUNATO, ELIZABETH A",FALSE
University of Idaho,2018,2024,428581,"MCGUIRE, MICHELLE KAY",TRUE
University of Idaho,2018,2023,428679,"MCGUIRE, MARK ADAM",FALSE
University of Idaho,2018,2023,443259,"MCGUIRE, MICHELLE KAY",FALSE
University of Idaho,2018,2024,460341,"LUCKHART, SHIRLEY ",TRUE
University of Idaho,2018,2022,472901,"LUCKHART, SHIRLEY ",FALSE
University of Idaho,2018,2022,479057,"LUCKHART, SHIRLEY ",FALSE
University of Idaho,2018,2022,491562,"LUCKHART, SHIRLEY ",FALSE
University of Idaho,2018,2023,501342,"MCGUIRE, MARK ADAM",FALSE
University of Idaho,2018,2023,587097,"MCGUIRE, MARK ADAM",FALSE
University of Idaho,2019,2023,55540,"JOHNSON, JILL L",FALSE
University of Idaho,2019,2024,61038,"JOHNSON, JILL L",TRUE
University of Idaho,2019,2023,280913,"JOHNSON, JILL L",FALSE
University of Idaho,2019,2023,282309,"JOHNSON, JILL L",FALSE
University of Idaho,2019,2023,282916,"JOHNSON, JILL L",FALSE
University of Idaho,2019,2024,285011,"JOHNSON, JILL L",TRUE
University of Idaho,2019,2021,328079,"MARTIN, BRYN ANDREW",FALSE
University of Idaho,2019,2024,346779,"MARTIN, BRYN ANDREW",FALSE
University of Idaho,2020,2023,26027,"FARRE, ASHLEY ALICE",FALSE
University of Idaho,2020,2023,35775,"FARRE, ASHLEY ALICE",FALSE
University of Idaho,2020,2023,36291,"FARRE, ASHLEY ALICE",FALSE
University of Idaho,2020,2025,348389,"MITCHELL, DIANA ",FALSE
University of Idaho,2020,2025,357664,"MITCHELL, DIANA ",FALSE
University of Idaho,2020,2025,359164,"MITCHELL, DIANA ",TRUE
University of Idaho,2020,2025,359906,"MITCHELL, DIANA ",FALSE
University of Idaho,2021,2024,181821,"GRIESHABER, SCOTT S",TRUE
University of Idaho,2021,2023,217488,"GRIESHABER, SCOTT S",FALSE
University of Idaho,2022,2023,150000,"FUERST, PETER GERARD",FALSE
University of Idaho,2022,2026,544548,"LUCKHART, SHIRLEY ",TRUE
University of Idaho,2022,2026,556756,"LUCKHART, SHIRLEY ",FALSE
University of Idaho,2023,2025,34078,"PATEL, JAGDISH SURESH ",FALSE
University of Idaho,2023,2025,64727,"VAN LEUVEN, JAMES ",FALSE
University of Idaho,2023,2028,98616,"WAYNANT, KRISTOPHER V",TRUE
University of Idaho,2023,2026,171789,"HERNANDEZ VARGAS, ESTEBAN ABERLARDO",TRUE
University of Idaho,2023,2028,263413,"ROBISON, BARRIE D",TRUE
University of Idaho,2024,2029,153322,"LANE, GINNY ",TRUE
University of Idaho,2024,2029,162320,"CHEN, YIMIN ",TRUE
University of Idaho,2024,2029,300000,"MCGUIRE, MICHELLE KAY",TRUE
University of Idaho,2024,2029,331232,"BROWN, ANN FROST",TRUE
University of Idaho,2024,2029,461621,"WILLIAMS, JANET E.",TRUE
University of Idaho,2024,2029,946131,"MCGUIRE, MICHELLE KAY",TRUE
University of Idaho,2024,2029,2354626,"MCGUIRE, MICHELLE KAY",TRUE
University of Idaho,NA,NA,63556,"COOPER, TOMMYE ",FALSE
University of Idaho,NA,NA,63557,"COOPER, TOMMYE ",FALSE
University of Idaho,NA,NA,63557,"COOPER, TOMMYE ",FALSE
University of Idaho,NA,NA,63557,"COOPER, TOMMYE ",FALSE
University of Idaho,NA,2019,74882,"COOPER, TOMMYE ",FALSE
University of Idaho,NA,NA,100480,"LYON, ROBERT T.",FALSE
University of Idaho,NA,NA,125991,"BAUMGAERTNER, BERT ",FALSE
University of Idaho,NA,NA,126029,"BAUMGAERTNER, BERT ",FALSE
University of Idaho,NA,2020,126552,"BAUMGAERTNER, BERT ",FALSE
University of Idaho,NA,NA,140500,"CORNELL, KENNETH A",FALSE
University of Idaho,NA,NA,140500,"CORNELL, KENNETH A",FALSE
University of Idaho,NA,NA,143771,"FOSTER, JAMES A",FALSE
University of Idaho,NA,2019,143773,"FOSTER, JAMES A",FALSE
University of Idaho,NA,NA,143773,"FOSTER, JAMES A",FALSE
University of Idaho,NA,NA,143773,"FOSTER, JAMES A",FALSE
University of Idaho,NA,NA,143773,"FOSTER, JAMES A",FALSE
University of Idaho,NA,NA,153372,"FU, AUDREY QIUYAN",FALSE
University of Idaho,NA,NA,156025,"BAUMGAERTNER, BERT ",FALSE
University of Idaho,NA,NA,163515,"REMIEN, CHRISTOPHER HASKELL",FALSE
University of Idaho,NA,2019,163568,"LYON, ROBERT T.",FALSE
University of Idaho,NA,NA,168984,"LYON, ROBERT T.",FALSE
University of Idaho,NA,NA,181902,"XIAN, MIN ",FALSE
University of Idaho,NA,2016,228275,"LYON, ROBERT T.",FALSE
University of Idaho,NA,2016,236323,"SETTLES, MATTHEW ",FALSE
University of Idaho,NA,NA,249462,"RUDIN, MARK JOSEPH",FALSE
University of Idaho,NA,NA,254367,"LYON, ROBERT T.",FALSE
University of Idaho,NA,2019,256346,"SETTLES, MATTHEW ",FALSE
University of Idaho,NA,NA,277263,"PARENT, CHRISTINE ",FALSE
University of Idaho,NA,2020,277653,"PARENT, CHRISTINE ",FALSE
University of Idaho,NA,NA,292045,"PARENT, CHRISTINE ",FALSE
University of Idaho,NA,NA,320513,"PARENT, CHRISTINE ",FALSE
University of Idaho,NA,NA,328895,"SETTLES, MATTHEW ",FALSE
University of Idaho,NA,NA,330765,"MIURA, TANYA A",FALSE
University of Idaho,NA,2020,333747,"MIURA, TANYA A",FALSE
University of Idaho,NA,NA,340683,"MIURA, TANYA A",FALSE
University of Idaho,NA,NA,352262,"SETTLES, MATTHEW ",FALSE
University of Idaho,NA,NA,357858,"MIURA, TANYA A",FALSE
University of Idaho,NA,NA,387426,"SETTLES, MATTHEW ",FALSE
University of Idaho,NA,NA,434294,"FORNEY, LARRY J",FALSE
University of Idaho,NA,NA,442142,"FORNEY, LARRY J",FALSE
University of Idaho,NA,2019,520285,"FORNEY, LARRY J",FALSE
University of Idaho,NA,2016,543270,"FORNEY, LARRY J",FALSE
University of Idaho,NA,NA,551117,"FORNEY, LARRY J",FALSE
University of Idaho,NA,NA,606299,"WIEST, MICHELLE M",FALSE
University of Idaho,NA,NA,608228,"WIEST, MICHELLE M",FALSE
University of Idaho,NA,NA,630422,"WIEST, MICHELLE M",FALSE
University of Idaho,NA,2020,645260,"WIEST, MICHELLE M",FALSE
University of Idaho,NA,NA,716598,"WICHMAN, HOLLY A",FALSE
University of Idaho,NA,NA,723773,"WICHMAN, HOLLY A",FALSE
University of Idaho,NA,2020,729452,"WICHMAN, HOLLY A",FALSE
University of Idaho,NA,NA,731774,"MILLER, CRAIG R",FALSE
University of Idaho,NA,NA,756284,"WICHMAN, HOLLY A",FALSE
University of Idaho,NA,NA,883830,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,942423,"WICHMAN, HOLLY A",FALSE
University of Idaho,NA,NA,955080,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,975000,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,975000,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,975000,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,975000,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,2019,1042950,"MINNICH, SCOTT A",FALSE
University of Idaho,NA,NA,2009130,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,NA,2032819,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,NA,2058575,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,NA,2064938,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,2019,2170266,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,NA,2305536,"BOHACH, CAROLYN HOVDE",FALSE
University of Idaho,NA,NA,2424286,"BOHACH, CAROLYN HOVDE",FALSE
University of Montana,2013,2018,46810,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2018,46810,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2016,46810,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2018,46810,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2020,46810,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2016,57734,"SAGER, TINA MARIE",FALSE
University of Montana,2013,2016,60998,"SAGER, TINA MARIE",FALSE
University of Montana,2013,2016,64226,"SAGER, TINA MARIE",FALSE
University of Montana,2013,2024,99250,"HAY, JESSE C",TRUE
University of Montana,2013,2024,102955,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2024,102955,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2025,102955,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2025,103070,"HOLIAN, ANDRIJ ",TRUE
University of Montana,2013,2016,121389,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2024,124997,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2014,172389,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2013,2017,267525,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2017,267525,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2016,267525,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2017,319601,"HAY, JESSE C",FALSE
University of Montana,2013,2016,353750,"HOLBEN, WILLIAM E",FALSE
University of Montana,2013,2021,362500,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2021,362500,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2021,362500,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2023,362500,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2018,375273,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2016,410350,"PRIESTLEY, NIGEL D",FALSE
University of Montana,2013,2020,415093,"HAY, JESSE C",FALSE
University of Montana,2013,2017,418946,"SPRANG, STEPHEN R",FALSE
University of Montana,2013,2018,420011,"PUTNAM, ELIZABETH A",FALSE
University of Montana,2013,2015,421034,"BATTISTI, JAMES MICHAEL",FALSE
University of Montana,2013,2024,422005,"HAY, JESSE C",TRUE
University of Montana,2013,2021,1018298,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2018,1026854,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2016,1036308,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2018,1043995,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2013,2018,1053999,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2018,29774,"BROWN, BLAKELY D",FALSE
University of Montana,2014,2017,29893,"BROWN, BLAKELY D",FALSE
University of Montana,2014,2017,30000,"BROWN, BLAKELY D",FALSE
University of Montana,2014,2021,78008,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2019,100000,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2019,260338,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2019,266453,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2019,270446,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2019,272498,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2019,272498,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2018,282750,"KAVANAUGH, MICHAEL PATRICK",FALSE
University of Montana,2014,2024,293020,"VORONINA, EKATERINA ",TRUE
University of Montana,2014,2023,293221,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2023,293413,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2023,311149,"VORONINA, EKATERINA ",FALSE
University of Montana,2014,2018,415491,"BRIDGES, RICHARD J.",FALSE
University of Montana,2014,2018,426297,"CONWAY, LUCIAN GIDEON",FALSE
University of Montana,2014,2017,432368,"LODMELL, J. STEPHEN",FALSE
University of Montana,2014,2020,449948,"WARD, TONY JOHN",FALSE
University of Montana,2014,2019,452847,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2014,2021,470273,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2014,2020,483607,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2014,2019,508163,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2019,512174,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2021,512228,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2019,515748,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2014,2019,520821,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2020,521472,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2014,2019,523273,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2014,2019,536847,"WARD, TONY JOHN",FALSE
